Text,Label,Subclass
@MiLOKMAT बातम्या व्यवस्थित द्या रे गाढवांनो...,1,1
"@AditiMumma वाया गेलेल्या, पातळी सोडलेल्या? म्हणनारे एक number चे मूर्ख आहेत...",1,1
@abpmajhatv @1SaritaKaushik नागपूर पोलीस भरतीत घोटाळा काही नवीन नाही...,1,1
@ameytirodkar हे असल भिकारचोट काहीतरी लिहूनच पोटाचा प्रश्न सुटतो तुझ्या..?,1,1
आम्ही तर तासभर अडकलो होतो पण कुणाला काही बोललो नाही...,0,0
@Liberal_India1 माकडा तू HSRA बद्दल बोलू नको तू चाटतोयस ना ठरकी चाचा ची चाट...,1,1
@BhatkhalkarA येडझव गेलं कां आमचा पैसा उठवायला परदेशात भिकारचोट...,1,1
साला या bjp च्या चुतीया नेत्याना मत देणारे मतदार खरच गांडू कॅटेगरीतील असणार हे नक्की...,1,1
"काँग्रेस हा विचार-भ्रष्टाचार काही असो, पण तू मात्र सिल्व्हर ओक च्या दारात बांधलेला दलिंदर आहे...",1,1
@Shrinivasswami4 @Bhushan__Gavali @rautsanjay61 @MamataOfficial...,1,1
@nileshs03 गोबर जिंदगी नाही संघाची फाटलेल्या कंडोमची पैदास जिंदगी...,1,1
@Karma8080808 @Dev_Fadnavis नाही मिरची वगैर फक्त अंडभक्तांना लागत असते...,1,1
@AamarKurkute @Liberal_India1 कोणाला सांगतो भाई...,1,1
@RRPSpeaks कोणत्या च्युतया कंपनी किंवा माणसाने केला हा सर्व्हे...,1,1
@TusharP76962674 @KombdiChorr तुमच्यासारख्या सभेत घुसणार्‍यांना चघळायला...,1,3
@surajvchavan तू तर सांगूच नकोरे आम्हाला धरणातला मूत पिणाऱ्या...,1,1
दचकलात ना? मंडालेचा राजबंदी...,0,0
@lokmat कशाला धावत घोड अंगावर चढवून घेतो थेरड्या...,1,1
@Shaikh_Mohsin12 @Dev_Fadnavis देवेंद्र जी हुशार तर आहेतच...,1,1
चाटु पत्रकार काकांच्या थांपांना मोठ्या करून सांगत असतील...,1,1
@NidhiJyoti19 @Vishalp17897377 @mohitbharatiya_ @CHARANJITCHANNI या लोकांना रिप्लाय देण्या इतपत महत्त्व देऊ नये...,1,1
"""तालिबान anti-muslim आणि तू कोण झवण्या?""",1,4
@iamamidev @Me_Vishy पण हा तर झाटू म्हणतोय...,1,1
@JAMB15kar @rautsavi9 @AshutoshGhatge @Karus123SB...,1,1
@ameytirodkar तुमच्या सारखे पाळीव जमात तुमच्या मालकांना उत्तर देयला बांधील असतात...,1,1
विमानात बोटाने पुच्ची जवली...,0,0
@Rupesh3134 @ShivSena @AUThackeray...,1,1
शुद्ध हांडगे पणा आहे या बॉलिवूड मधल्या निच नालायक जनावरांचा...,1,1
देशद्रोह्याशी संबध तरीही मंत्रिपदाचे ख्वाब...,1,1
@KirtiAzaad #च्युत्या पश्चिम बंगाल मधले जुने व्हीडिओ अजून टाक!👍,1,1
@sanjaypatil888 @AmarMWarishe @meNeeleshNRane तुझे बाप किती आहेत...,1,1
@IAshishMete @ramraje_shinde @AjitPawarSpeaks हा पाकीट घेऊन बी जे पी ची चातुगिरि करतो...,1,1
हो रे पैसे मोजायला तुझ्या बापाणेच दिले तोतऱ्या तुला तर असा बदडला पाहिजे ना आणि तोंड ठेचल पाहिजे हरामी औलाद सोमय्या,1,1
@AdvBHarshada @JAYD1114 ह्याला म्हणावं जा बरं पंजाब मध्ये कुत्र्या सारखा मारतील ह्याला.,1,1
बांगड्या घालून तरी बसा म्हणजे आम्ही म्हणू की बाळासाहेब जे म्हणाले होते ते हिजडे च आहेत सत्तेत लाज वाटली पाहिजे आघाडी ला,1,4
"@INCMP ये केळ्या राजस्थान, पंजाब, महाराष्ट्र हे नाहीत काय राज्य फालतू लोकांचा फालतू पक्ष काँग्रेस",1,3
@trumptatya64 एक झाट्या आलाय ज्ञान शिकवायला 😂,1,1
झाटू गद्दार आम्हाला नको शिकवू लवड्या,1,3
मोदी सरकारने ते गुन्हेगार पकडले. गुन्हेगारांबरोबर मैत्री असणारे भडवे काँग्रेस मद्धे आहेत,1,1
@LoksattaLive @Dev_Fadnavis @BJP4Maharashtra सगळ्या महाराष्ट्राला कळत आहे की भाजप किती घाणेरडे राजकारण करत आहे. आता तरी सुधारा,1,4
@Anuya94419796 @Desi_Hunk_020 भेंचोद ह्यात काय आहे बघण्या सारखं ? तुम्हा तुंबलेल्या लोकांना कुठल पण भोक आवडत bc शी 🤢🤮,1,1
@Ajitshinde_28 @Sonalimumbai1 हे महाराष्ट्र सरकार महाराष्ट्राला दारुडे बनवायला निघालय.,1,4
संज्या येड्या 👌काच्या औकात मधे राहा... तुझी लायकी नाही देवेंद्र फडणवीस साहेबांबद्दल बोलायची..,1,1
@iAtulB पहिली IPL बंद करा. नारद फवाराने तुंबड्या भरण्यासाठी चालू केलेली ही एक पनवती आहे.,1,3
आपली गांड फाटली आहे म्हणुन तिला ठिगळ लावण्यासाठी किती बेधडकपणे पक्ष बदलत आहे,1,4
@TV9Marathi महाराष्ट्र राज्यातील जनतेच्या आदेशा विरुद्ध जाऊन मागील दोन वर्षांपासून राज्याला वेठीस धरलंय,1,4
@ROHItKA97010862 @HarshadaSwakul हलकट आहेत ते महाराष्ट्रातील खाजबा नेते,1,1
"अभ्यासू, विचारवंत माणसे कधीच आवाज चढवून बोलत नाहीत",0,0
"@abpmajhatv @RahulAsks @ravishndtv कुठं रविश कुमारची पत्रकारितेचा, कुठं तुमची?",0,0
@mi_puneri लोकांनी ह्याच्या सिनेमांचा बहिष्कार केला तर ह्याची अवास्था पार विकट होईल,0,0
"एवागल्या भिकारचोटा, तुझ्या पुच्चीचा टंन्ना मारू तुझ्या",1,1
एस टी कर्मचाऱ्यांनी नुस्ता संप न करता रस्त्यावर उतरून ट्रॅव्हल्स वाल्यांच्या गाड्या बंद केल्या पाहिजे,0,0
महाराष्ट्रात सरकार असलेल्या कॅँग्रेसने गोवा ऊ प्र मधे सोबत शिवसेनेला घेणेस नकार दिला,0,0
आणि हे बिनडोक आम्हाला भक्त बोलतात,1,1
@iamamol @ChDadaPatil @AnilDeshmukhNCP @Jayant_R_Patil @BJP4Maharashtra @NCPspeaks @PawarSpeaks ए केल्या हे बघ घोटाळेच घोटाळे करोडेचे घोटाळे करणारे,1,3
@RahulGandhi Madarchod to tu hai hi bhosdike,1,1
मग तुझा मोदी स्वता गेला होता कारे लस द्यायला ठोणग्या,1,1
@TV9Marathi अरे तुझ्या बापाला आणि भावाला 3 वेळा उताणा पाडलंय,1,1
मुंबईच्या पोरी लय शहाण्या असतात,0,0
@deshu_1234 हा सगळा अट्टाहास मुंबई नगर पलिकेसाठी सुरू आहे,0,0
मी चांगले ट्विट केले की याच रँडी रोना सुरु होतो,1,1
@Avadhutwaghbjp तुझ्या बापाने नक्कीच तुला गटारातून उचलले असणार भडव्या,1,1
@Anand_Dasa88 राजकारणातला सर्वात दलींदर आणि काळ तोंडी माणूस कोण आसेल तर हा,1,1
@shenoy_jitendra @TV9Marathi @Dev_Fadnavis चमच्या उडून घे हा लेखी पुरावा,1,3
"""अरे,बंद करा तो ट्विटर बॅन होण्याचा रंडीरोना",1,4
@Krutika29_ औरंग्याच्या औलादी बाकी काही नाही,1,2
"वासाड्या तर तुम्ही लोक आहात, बकरी, कुत्रं, कोंबडी सुध्दा सोडत नाही.",1,1
"@BhatkhalkarA येडझव्या, परीणाम तर तुझ्या डोक्यावर झाला आहे.",1,1
"@NageshYogiraj @sanjay_kolekar चोदी बद्दल बोलतय, जाऊदे तुला सोप्या भाषेत सांगतो, तुझ्या बापाबद्दल बोलत आहेत.",1,1
@Im_MafiaPanda शेजारीच मादरचोद असतात रे 😂,1,1
"@KhadseVasant @ZameerINC ह्या गलिच्छ राजकारणामुळेच कॉंग्रेस, राष्ट्रवादीचे अनेक नेते बेडूक उडी मारुन तिकडे गेले.",1,2
दम असेल तर ब्लॉक काढून चर्चा करा ..फ़ट्टू फरुळेकर!,1,1
"@mataonline @BhatkhalkarA निवडणुका जवळ आल्या की मुसलमानाना शिकार बनवायची, ही BJP ची आयडिया जुनी झाली.",1,2
अर्णब गोस्वामी भडव्या तुझ्या भुंकणार्या कुत्र्यांना आवर घाल.,1,1
@Abhishe51645214 पहिला गद्दार टकल्या गांधी होता...,1,1
@PranavJoshi_ @PranitP18191471 कारे नसबंदी केलेल्या बापाची चुकुन झालेली औलाद.,1,4
रिझर्व्ह बँक ऑफ इंडियाच्या गव्हर्नर पदावर आणखी तीन वर्षांसाठी शक्तिकांत दासच असणार.,0,0
अरे बड्डे घाल्या नंतर चाट ना सकाळ सकाळ काय फालतुगीरी.,0,0
@abpmajhatv @JayMaharashtrN सदर वृत्तवाहिन्यांचे प्रतिनिधी चहा-बिस्किटवाले वार्ताहर वाटतात.,0,0
@SjAmruta हो पण 3क प्रषणाचे उत्तर आझुन अंधारातच आहे...,0,0
भाईजानच्या अभिनयातील जान संपली आहे हे अंतिम कटू सत्य आहे.,0,0
@Fentanyl_Patch तुझ्या सारख्या बऱ्याच रांडेच्या पोरांना लवड्या वर बांधून दुनिया दाखवली आहे.,1,4
@mahapwdofficial वीतभर रस्त्याचे झाटभर काम केल्याने ते काय होते ते बघा.,0,0
@BJP4Mumbai भावडया तू जो कोण लिहितो आहे तुझा जन्म तरी झाला होता का 1992 मधे.,1,1
तिसरे महायुद्ध 🤔 येडे झाले की काय मटा वाले.,0,0
"""किसान कायदा लावताना स्वतःची पाठ थोपटली, आता तोच कायदा मागे घेतल्यावर.",0,0
5 रू पेट्रोल वाढले की भारत बंद.,0,0
"खास #मराठी_पाट्या आग्रह फक्त #मोदी_समर्थक अंधभक्त आहेत... बाकी पक्षाचे सतरंजी उचले, गुलाम, शेनिक तर ..डोळ्यात जीवदया नेत्राप्रभा घालून खास नेत्रातज्ञा कडून तपासून घेतले जातात.. 😂🤣 https://t.co/dyBoU139p8",1,2
"""@d590NMx8dstLnQv आजोबा संस्कार दिसले तुमचे....गावगुंड आहात आणि तीच लायकी आहे तुमची...कसले तुम्ही शिवसैनिक येडझवे...काम धंदे सोडून मोकार फिरायला जा दीड दमडीच्या नेत्यांबरोबर...चोम्या तो ट्विट परत बघ न तिची भाषा बघ...शिवसैनिक सगळे असेच आहेत का गावंडल... छ्परी...टपोरी...झोपडपट्टी टपोरी""",1,1
"He सगळ्यांना #Pappu समजतात... हा तोच आहे का ""रक्तरंजित"" वगैरे म्हणत नंतर पळून गेला होता... ??",0,0
"""@AcharyaBhosale पहिले तु वारकरी कसा हा प्रश्न वारकरी संप्रदायाला प्रश्न पडला आहे याचे उत्तर दे बाकीचा तोंडाचा पट्टा नंतर चालव. आणि तुला मी जाहीर चर्चेचे आव्हान दिलेले ट्विटर वर तिथे तर तुझी बोबडी वळली आणि तु दातखिळ बसल्यागत शांत बसला फट्टु कुठला.""",1,3
@ZEE5Marathi तुमचं ते दिवसरात्र बुल्ल्या बुल्या बोलायचं थांबवा. मराठवाड्यात पुरुषांच्या जननेंद्रिय याला बुल्ली म्हणतात आणि त्यावरून एकमेकांना बूल्ल्या म्हणून शिवी देतात. आम्हाला घरी ते फार त्रासदायक वाटतं कारण ती जाहिरात अचानक येते. नाहीतर मला प्रशासनाकडे तक्रार करावी लागेल.,0,0
झाटू गद्दार आम्हाला नको शिकवू लवड्या,1,1
"हा मोदी, शहा आणि भाजपच्या सत्तालोलुपतेचा नंगानाच आहे!",1,1
@Milind_Date2021 @patil_inc @VikasGhare007 @BhaiJagtap1 भेंचोत हा दाते काँग्रेसला नाव ठेवत आहे कॅन्सर रोगाला...🤣🤣🤣🤣 खरंच संघातील अर्धी चड्डी गेली पण अर्धवट असलेली अक्कल काही पूर्ण होताना दिसत नाही..😁😁😁,1,4
"@hypernationalst तेच बेटर राहील वाटतंय मला तर, चाट्या चुतीया लोकांसाठी मी तरी माझा वेळ वाया न घातलेला बरा",1,1
"चंगणा घणौत च्या मते स्वतंत्र्य जर भिक मागून मिळालं, तर तीने साकारलेली झाशीची राणी कोण? #येड्याचा_बाजार",1,1
"@bvpat2501 नाव यशोमती ठाकुर आहे पण हिंदुच्या फार दूर आहे, हिंदु संस्कृती जणु हिला सुया टोचतात की मेंदूत उलथापालथ होते तेच कळत नाही, कशाला हिंदुच्या घरी जन्म घेतला देव जाने त्यापेक्षा बुरखा घालून फिरली तर बरे होईल",1,2
@Mi_Bhoomkar भिकार बुल्ला आहे एक नबेर च,1,1
@imxoul @HardikPatel_ @Allavaru @priyankagandhi @ahmedpatel @kcvenugopalmp @sampitroda @RahulGandhi @ashokgehlot51 @kumari_selja @AcharyaPramodk @SATAVRAJEEV रंडीबाज रंगीला हलकट लेहरू,1,1
"@BhatkhalkarA मला वाटतं नाही की शक्ती विधेयक संमत केल्याने महिलांवरील अत्याचार कमी होतील कारण नेभळट राज्यकर्त्या मुळे पोलिस दल पण आळशी झाले आहे, व जास्तच भ्रष्टाचारी झाले आहे,",1,1
मानवता नसलेल्या तालिबानी महाराष्ट्रात #बौद्धांच्या खुलेआम कत्तली,1,2
"अक्कलशुन्य पत्रकारिता, बातमी तयार होईपर्यंत संपादक महोदय काय भांग पिऊन झोपले होते काय",1,1
"तुम्ही कलंक आहात ओबीसी ला. स्वतः ओबीसी असून त्यांच्यावर विश्वास नाही असे म्हणता. ज्यामुळे आज इथे आहे त्याच समाजाबद्दल असे बोलता, थोडी तरी लाज बाळगा",1,2
@umesh_charpe @khadaksingh_ नगर चा आहे नगर टाईम्स खूप जुना आहे आणि खरा आहे ! चाय बिस्किट मिडीया नाही,0,0
@AmolYad68225929 @ramraje_shinde आता तू जा आणि तुझ्या साहेबाला पोलिओ पाज आणि थोड तू पण पोलिओ पी झिपऱ्या,1,1
@AshwinGuru4 @BrotherToGod @keshavupadhye अरे लवड्या लोकांकडून पैसे घेऊन जमीन विकत घेतलेयी ती तुझ्या बापाच्या पैशांतून नाही. अन् तुझ्या आईचा टन्ना झवन्या जर परत शिव्या दिल्यात तर इथंच गाभण करेन तुला.,1,1
येड्या भोकाच्या महाराष्ट्रात मोठे मंत्री गांजा जास्त ओढतात 😂😂,0,0
केंद्रानं सगळ्या स्वयात संस्था स्वतःच्या खिशात ठेवल्यात. त्यामुळे यापुढे सामान्यांनी बघाची भूमिकाच घ्यायची आहे. नाहीतर अतिरेकी देशद्रोही म्हणून गोळया घातल्या जातील नाहीतर चिरडल् जाईल.,1,2
"@Chinese_Virus_i @Avadhutwaghbjp तुझा च बाप हिज डा असल्यामुळे तुझी आई पन्नास पन्नास लोकांचा 5-5 मिनिटात झवून घेत आहे, तुझा बाप कोण आहे तिला विचार जरा,🤣🤣😂",1,4
"मला तुजा अभिमान वाटतो ..... शाहरुख खान,.............उर्मिला मातोडकर. . . . . कि तू एका गांज्या कस पोराला पैदा केले असेच ना? @UrmilaMatondkar",1,4
@ss_suryawanshi @NewIndianXpress @Sunday_Standard 😅😅😅 अरे काय लोकांना चुतिया समजत आहात का?,1,1
"""@TV9Marathi @kanhaiyakumar @bb_thorat @satyajeettambe @INCMaharashtra @narendramodi @BJP4Maharashtra अरे नालायक, मठ्ठ काँग्रेस च्या लोम्बत्या तुझी लायकी काय तू बोलतो काय""",1,1
माझ्या गावात नाना नावाचा चूतिया होता त्याच्या कानफडात एक मारलं की तो पातळ हगुन घेत होता,1,1
मीडिया आणि पत्रकारांचं काम सोपं झालय रोज सकाळी संजय राऊतांची कॉमेन्ट घ्यायची आणि दिवसभर ते फिरवत बसायचं दांडक तुम्हाला यावर काय म्हणायचं करत.,0,0
@RRPSpeaks अरे लबाड्या काकांनी शेतकऱ्यांवर गोळीबार केला होता मावळ मध्ये आठवतंय का काही,1,1
@HearMeRoar21 पारंच माठ्या आहे जणू,1,1
"""यडझव् दिसतोय तो महाराष्ट्र राज्यात घटना घडली तर जाब इकडेच विचारनार ना""",1,1
"@shailesh_varmaa अरे yz अम्या शह्या, तुला मातोश्रीवर जावं लागतं यावरूनच तुझी औकात कळते. तू गेला होता मातोश्रीवर. आमचा ढाण्या वाघ कुठेही जात नसतो टकल्या.",1,1
@nawabmalikncp हर्बल गांजा वडायचा कमी करा #भ्रष्टवादी #NawabMalik,1,2
@Mpsc_Andolan @rajeshtope11 @AjitPawarSpeaks @RRPSpeaks मादरचोद फडणवीस यां नालायकानेच नासकेला तरुणांना भविष्याचा,1,1
कामवालीची देशी पुच्ची जवली https://t.co/vIA0mAGzuV,1,1
@aamhi_laturkar @VinodWayal12 @HakunahMatata_ @swami_vachan अगदी बरोबर धर्माचा आणि सैनिकांच्या हौतात्म्याचा धंदा करण्या ची नीच वृत्ती फक्त व्यापाऱ्या मध्ये असू शकते एक साधा खासदार फक्त फासानीस आणि १०६ मंडळींना घरी बसवूं शकतो 🤣😂🤣😂,1,1
@jack163005 @BhatkhalkarA तू चुतिया चाटया आहेस. तू तोड लपवित आहेस.,1,1
चाटेगिरी चे सर्व रिकॉर्ड मोडनार् ही दलिंदर गद्दार आणि कोंबड़ी चोर फैमिली,1,1
@ShivSena @AUThackeray चुतीया बनवला आता डबल पैसे काढतात,1,1
@fuckmeimharsh @SunilAmbhore20 @saurabh9587 @Hemantjoshi4994 तुझ्या आईला ठोकायला गेलो होतो मादरचोद.. 😁😁😁😁😁😁,1,1
@RRPSpeaks खानग्रेसला ढुं वर लत्ताप्रहार करून १९९० मधे हाकलून दिल्यावर पटेल-आंबेडकरांना भारतरत्न मिळालं हे भेजात शिरतय का? तुझ्या आज्या-वाडवडलांच्या काळात फिरंगी बारडान्सर सोडल्यास कुणाचा मान राखला गेला का? संयुक्त महाराष्ट्र चळवळ होतीच मुळात खानग्रेसी लुच्चांच्या महाराष्ट्रद्रोहाविरुद्ध,1,2
बाप हुशार असेल तर पोरगा शाना होईल असे नाही.,0,0
@Rrt1193 @Ramdas1232 @Halni3Halnikar @Awhadspeaks तू काय उत्तर प्रदेशातील त्या फँटाचे अपत्य आहेस का? तो देखील च्युत्या म्हणून बोलायला सुरवात करतो. सायं शाखेवरचे संस्कार असे चारचौघांत उघडे करत जाऊ नकोस रे! शेवटी तुझे दाढीवाला पपियाजी आणि नागपूरकर पपूजी यांना काय वाटेल?,1,1
@abpmajhatv वाचणारा वेगळा असेल....? सगळच चाफेकर बधुंनी केले नाही टिळक पण होतेच ना....,0,0
@HakunahMatata_ येड्या लवरे चे आहेत सगळे,0,0
@csshirgaonkar @Avadhutwaghbjp @narendramodi अरे माठ्या....सरदार पटेल हे नाव अजूनही आहे. स्टेडियम वेगळे आहे.,1,1
@pawabhai @rautsanjay61 नीघ शेमन्या तुझी अक्कल नको पाजळू इकडे ...,1,1
@TV9Marathi बातें कम वसुली जादा असंच धोरण आहे या हरामखोर सरकारचे.,1,1
@uzernamezzzz @Liberal_India1 हे बघ भाऊ. डोकं फिरलंय माझं. होऊन जाऊ दे आता आर या पार. मादरचोद साले. सुन्न झालोय. डोकं बधीर झालंय बघून. रक्त खवळतंय. 😡😡😡😡😡,1,3
@EshanT_04 @Dhananj94756781 @yashwant_kanade @Avadhutwaghbjp अरे गुलामा आम्ही विरोध करतोय तू सहमती दर्शवतोय म्हणून सुरवात तू कर मग ज्ञान चोद कळलं का,1,1
तु आला का आता कुत्र्या.....तुझी लायकी काय....मंगळसुत्रचोरा.....,1,1
@AdityaPatward12 आणि कोण चुतीया आहे हा old monk पाण्यात पिणारा ? 😂😂 #कोणाचं_काय_तर_कोणाचं_काय 😂😂,1,1
@SamseShivaji @Awhadspeaks 😂😂व्हाट्सअप वरून घेतला 😂छपरी पोराच्या,1,1
संघ तर भारत जिंकणार आहेच कारण भारतीय खेळाडू सर्व फॉर्म मध्ये आहेत आणि त्या दिवशी जुना ट्रेंड पण सुरू होणार आहे आफ्रिदी च्या आईची ..,1,1
@JaiMaharashtraN @PMOIndia @narendramodi हे भाजप वाल्यानीच केले असतील. येवढ्या नीच थराला भाजप गेली आहे,1,1
गुंडे खटारा का गुंडा तंत्र !! @mlkhattar,1,1
@khadaksingh_ आयटी सेल झिंदाबाद म्हणे... नालायक...ह्यांचा माते देशातील 70% जनता ही भाजप चा IT सेल मध्ये काम करते... हरामखोर माणूस 🤬😡,1,1
@PravinAlai पण कोणाची उपमा रबडीदेवींशी करणे अपमान कसा हेच कळत नाही बुवा! राजद ने या नादान खानग्रेसी लोकांना धडा शिकवला पाहिजे!,1,1
फालतू शिशेनीक फकीर माझा भाऊ असूच शकत नाही. तूला परवड नाही म्हणून रडू नको. शिळा पाव टाकत असतो मी तुझ्यासारख्याना.,1,1
@MundikN हे सरकार गांजा ओढण्याचे सरकार आहे..मराठी माणसावर अन्याय करणारे सरकार आहे..,1,1
@Dnyanes31061951 @deepakbhatuse @nawabmalikncp अरे चुत्याभाडखाऊ बोलन्या अगोदर भडव्या तुला माहीतहोत का सरांची पदवी खोटी आहे मघ येवढ्या वर्षे कोणाचा गाडीत लपला होता आताच का पदवी भायेर काढतो भडव्या मला अवलादी बोलतोय तुजी कोणती अवलाद आहे भाडकाव ड्रक्स मध्ये पकडल्या नंतर पदवी दिसतआहे रे भडव्या वानखेडे सरान सोबत सदैव @KrantiRedkar,1,1
@MaxMaharashtra @rautsanjay61 म वि आ चे कुत्रे आणि दुसरे डुक्कर कॅमेरा दिसला की चालु होतात,1,1
@PradipGKhedkar1 चौकीदार ... बुल्ल्या आहे.,1,1
हे असे काही अति शहाणे असतात जे स्वतःला बाबासाहेबांपेक्षा हुशार समजतात. 🤦‍♂️,1,1
@Nehareeka15 नागडा बसलोय झवायला ये,1,4
@sachin_inc @RahulGandhi आपण स्वतः कुठल्या कुठल्या धर्मांचं उत्पादन आहे ते ही माहिती नसणारा पप्पू हिंदूंना धर्म शिकवतोय राउतांच्या भाषेत #चुतिया,1,1
@vishalrikame88 @amitchivilkar @Pawar_MukeshC @PoulAyodhya @ashish_jadhao जे आहे त्याला उत्तर दे फालतू नको बोलू,1,1
"रविवार, १४ नोव्हेंबर, २०२१, सकाळी ११ वा. हरी ओम नगर येथील भोईर तलावाचे नूतनीकरण भूमीपूजन समारंभ: माननीय खासदार श्री. मनोज कोटकजी यांच्या शुभहस्ते माननीय आमदार श्री. मिहिर कोटेचाजी यांच्या प्रमुख उपस्थितीत स्थळ: भोईर तलाव, नालंदा पब्लिक स्कूलजवळ, हरी ओम नगर, मुलुंड (पूर्व)",0,0
@SardesaiVarun ये तू पोलिसांना भेन्चोद म्हणाला का बे.... शेण्या,1,1
@Abhishe51645214 जतिच्या चिखलातलं डुक्कर बाहेर आलं ... अरे लांड्या लायकी काय बोलतोस किती,1,1
"@Yours_Pawan @Aliver25 गरीबाच पोट्ट 10 ची मारत गप घरी पडत, ह्या श्री मनताच्या अवलादी समुद्रात जाता त हेपलायला. मग घेतात ठोकून 😂😂",1,1
